"Title","Artist","ChordProg"
"Sirius","Eir Aoi","IV.ii.I64.V.I"
"Midlife Crisis","Faith No More","IV.ii.I64.V.I"
"Atlas","Feint","IV.ii.I64.V.I"
"Little Lies","Fleetwood Mac","IV.ii.I64.V.I"
"Love Yourself","Justin Bieber","IV.ii.I64.V.I"
"K3 Loves You","K3","IV.ii.I64.V.I"
"You Came","Kim Wilde","IV.ii.I64.V.I"
"Super Mario Bros 2 Ending","Koji Kondo","IV.ii.I64.V.I"
"Born This Way","Lady Gaga","IV.ii.I64.V.I"
"Fuer Elise","Ludwig van Beethoven","IV.ii.I64.V.I"
"Joyful Joyful We Adore Thee","Ludwig van Beethoven","IV.ii.I64.V.I"
"Dawn - Hardwell Edit","Michael Brun","IV.ii.I64.V.I"
"Love Live S2 - Yume no Tobira","Mu's","IV.ii.I64.V.I"
"Exogenesis","Muse","IV.ii.I64.V.I"
"Resistance","Muse","IV.ii.I64.V.I"
"Rosalina In The Observatory","Nintendo","IV.ii.I64.V.I"
"Outset Island","Nintendo","IV.ii.I64.V.I"
"1901","Phoenix","IV.ii.I64.V.I"
"Lost For Words","Pink Floyd","IV.ii.I64.V.I"
"Young Turks","Rod Stewart","IV.ii.I64.V.I"
"Edelweiss","Rodgers and Hammerstein","IV.ii.I64.V.I"
"Feel The Love","Rudimental","IV.ii.I64.V.I"
"Into The Light","Sander van Doorn and Dubvision and Mako","IV.ii.I64.V.I"
"Ecuador","Sash","IV.ii.I64.V.I"
"Lava Reef Zone","Sega","IV.ii.I64.V.I"
"Whatever You Want","Status Quo","IV.ii.I64.V.I"
"Fourth of July","Sufjan Stevens","IV.ii.I64.V.I"
"Eugene","Sufjan Stevens","IV.ii.I64.V.I"
"John My Beloved","Sufjan Stevens","IV.ii.I64.V.I"
"All Of Me Wants All Of You","Sufjan Stevens","IV.ii.I64.V.I"
"The Only Thing","Sufjan Stevens","IV.ii.I64.V.I"
"Sylvia","The Antlers","IV.ii.I64.V.I"
"Only Yesterday","The Carpenters","IV.ii.I64.V.I"
"Linger","The Cranberries","IV.ii.I64.V.I"
"Jump For My Love","The Pointer Sisters","IV.ii.I64.V.I"
"Tumbling Dice","The Rolling Stones","IV.ii.I64.V.I"
"William It Was Really Nothing","The Smiths","IV.ii.I64.V.I"
"Untouchable","Tritonal x Cash Cash","IV.ii.I64.V.I"
"Suicide Commando - Hellraiser","VNV Nation Remix","IV.ii.I64.V.I"
"Wait For The Moment","Vulfpeck","IV.ii.I64.V.I"
"Baby Blue","We Were Evergreen","IV.ii.I64.V.I"
"Mozart Clarinet Concerto K622 Andante","Wolfgang Amadeus Mozart","IV.ii.I64.V.I"
"Der Holle Rache kocht in meinem Herzen","Wolfgang Amadeus Mozart","IV.ii.I64.V.I"
"K387 String Quartet No14 In G Major","Wolfgang Amadeus Mozart","IV.ii.I64.V.I"
"Mamma Mia","ABBA","I.V6.vi.V"
"This Is What It Feels Like","Armin van Buuren","I.V6.vi.V"
"Drowning","Armin van Buuren featuring Laura V - Avicii Remix","I.V6.vi.V"
"All You Need Is Love","Avicii - Ezon remix ","I.V6.vi.V"
"When You're Gone","Avril Lavigne","I.V6.vi.V"
"Jupiter","Ayaka Hirahara","I.V6.vi.V"
"Bjornes Magasin","Bjorne","I.V6.vi.V"
"First Date","Blink 182","I.V6.vi.V"
"No Woman No Cry","Bob Marley","I.V6.vi.V"
"More Than A Feeling","Boston","I.V6.vi.V"
"Out From Under","Britney Spears","I.V6.vi.V"
"Circus","Britney Spears","I.V6.vi.V"
"A Thousand Years","Christina Perri","I.V6.vi.V"
"Realize","Colbie Caillat","I.V6.vi.V"
"Silver Scrapes","Danny McCarthy","I.V6.vi.V"
"Titanium feat Sia","David Guetta","I.V6.vi.V"
"I Will Follow You Into the Dark","Death Cab for Cutie","I.V6.vi.V"
"Can You Feel The Love Tonight","Disney","I.V6.vi.V"
"I Can Feel","Ela Rose ft David Deejay","I.V6.vi.V"
"Say Yes","Elliott Smith","I.V6.vi.V"
"Can You Feel the Love Tonight","Elton John","I.V6.vi.V"
"Love The Way You Lie ft Rihanna","Eminem","I.V6.vi.V"
"Tears in Heaven","Eric Clapton","I.V6.vi.V"
"Fields of Gold","Eva Cassidy","I.V6.vi.V"
"Accidently Kelly Street","Frente","I.V6.vi.V"
"Meet The New Google Maps Commercial","Google","I.V6.vi.V"
"Viva La Gloria","Green Day","I.V6.vi.V"
"21 Guns","Green Day","I.V6.vi.V"
"Tong Hua","Guang Liang","I.V6.vi.V"
"Concerning Hobbits","Howard Shore","I.V6.vi.V"
"The passenger","Iggy Pop","I.V6.vi.V"
"Breakdown","Jack Johnson","I.V6.vi.V"
"You're Beautiful","James Blunt","I.V6.vi.V"
"Flaming Moe's","Jeff Martin","I.V6.vi.V"
"Beautiful Soul","Jesse McCartney","I.V6.vi.V"
"Working Class Man","Jimmy Barnes","I.V6.vi.V"
"You Raise Me Up","Josh Groban","I.V6.vi.V"
"All My Life","K-Ci and Jojo","I.V6.vi.V"
"Dust In The Wind","Kansas","I.V6.vi.V"
"Bend and Break","Keane vs Basto","I.V6.vi.V"
"Stronger","Kelly Clarkson","I.V6.vi.V"
"Piano Sonata No 8 'Pathetique' - 2nd Movement","Ludwig van Beethoven","I.V6.vi.V"
"The Show Goes On","Lupe Fiasco","I.V6.vi.V"
"Free Bird","Lynyrd Skynrd","I.V6.vi.V"
"Never gonna leave this bed","Maroon 5","I.V6.vi.V"
"Animals","Martin Garrix","I.V6.vi.V"
"Superman","Mat Zo","I.V6.vi.V"
"Push","Matchbox 20","I.V6.vi.V"
"Kids","MGMT","I.V6.vi.V"
"Songbirds","Oasis","I.V6.vi.V"
"Wonderwall","Oasis","I.V6.vi.V"
"Live While We're Young","One Direction","I.V6.vi.V"
"Too Late To Apologize","One Republic","I.V6.vi.V"
"Home","Phillip Phillips","I.V6.vi.V"
"Just Give Me A Reason","Pink","I.V6.vi.V"
"Just Give Me A Reason","Pink and FUN","I.V6.vi.V"
"Bohemian Rhapsody","Queen","I.V6.vi.V"
"Motion Picture Soundtrack","Radiohead","I.V6.vi.V"
"Laughing With","Regina Spektor","I.V6.vi.V"
"The Call","Regina Spektor","I.V6.vi.V"
"Killing Me Softly","Roberta Flack","I.V6.vi.V"
"ERC Song","Ryan","I.V6.vi.V"
"Bottle It Up","Sara Bareilles","I.V6.vi.V"
"Who Says","Selena Gomez","I.V6.vi.V"
"What You Are","Sheena Easton","I.V6.vi.V"
"Nothing Compares 2U","Sinead O'Connor","I.V6.vi.V"
"Wasted Time","Skid Row","I.V6.vi.V"
"Santeria","Sublime","I.V6.vi.V"
"Valder Fields","Tamas Wells","I.V6.vi.V"
"Dumb Ways to Die","Tangerine Kitty","I.V6.vi.V"
"Eyes Open","Taylor Swift","I.V6.vi.V"
"Every Time I Think Of You","The Babys","I.V6.vi.V"
"Yesterday","The Beatles","I.V6.vi.V"
"Zombie","The Cranberries","I.V6.vi.V"
"Boombox","The Lonely Island","I.V6.vi.V"
"Beast of Burden","The Rolling Stones","I.V6.vi.V"
"Satisfied in You","the Sing Team","I.V6.vi.V"
"Disco Inferno","The Trammps","I.V6.vi.V"
"Telluride","Tim McGraw","I.V6.vi.V"
"Blessed","Tom Hangs 'Avicii' - Shermanology","I.V6.vi.V"
"Billionaire ft Bruno Mars","Travie McCoy","I.V6.vi.V"
"El Dorado","Two Steps From Hell","I.V6.vi.V"
"Come Back To Me","Utada Hikaru","I.V6.vi.V"
"The Dachstein Angels","Wally Badarou","I.V6.vi.V"
"The Moon","Yoshihiro Sakaguchi","I.V6.vi.V"
"Prelude","4Frame","I.V6.vi.V"
"Amnesia","5 Seconds Of Summer","I.V6.vi.V"
"Take On Me","A-ha","I.V6.vi.V"
"Bart Peeters","Allemaal Door Jou","I.V6.vi.V"
"The Man","Aloe Blacc","I.V6.vi.V"
"Watch Over You","Alter Bridge","I.V6.vi.V"
"Pulsar","Armin Van Buuren","I.V6.vi.V"
"Reckless","Australian Crawl","I.V6.vi.V"
"Blinded In Chains","Avenged Sevenfold","I.V6.vi.V"
"Hey Brother","Avicii","I.V6.vi.V"
"Allemaal Door Jou","Bart Peeters","I.V6.vi.V"
"Love Live - Natsu Owaranai De","BiBi","I.V6.vi.V"
"Mountains","Biffy Clyro","I.V6.vi.V"
"God and Satan","Biffy Clyro","I.V6.vi.V"
"I Miss You","Blink 182","I.V6.vi.V"
"At The Bottom","Brand New","I.V6.vi.V"
"Mega Man X - Flame Mammoth","Capcom","I.V6.vi.V"
"Hyde Park","Carnaby Street Pop Orchestra And Choir","I.V6.vi.V"
"Rolling Can","Chef Boyardee","I.V6.vi.V"
"Opposite of Adults","Chiddy Bang","I.V6.vi.V"
"Courtesy","Chipzel","I.V6.vi.V"
"Karma Chameleon","Culture Club","I.V6.vi.V"
"Just One Last Time","David Guetta Ft Taped Rai","I.V6.vi.V"
"Deck'd","Dom Fera","I.V6.vi.V"
"Cool Kids","Echosmith","I.V6.vi.V"
"Tears In Heaven","Eric Clapton","I.V6.vi.V"
"Only My Railgun","fripSide","I.V6.vi.V"
"Slateport City","Game Freak","I.V6.vi.V"
"Arrival of the Queen of Sheba","George Frideric Handel","I.V6.vi.V"
"Don't Forget Me","Girl's Day","I.V6.vi.V"
"The Sweet Escape","Gwen Stefani","I.V6.vi.V"
"Fancy","Iggy Azalea","I.V6.vi.V"
"I Want You Back","Jackson 5","I.V6.vi.V"
"Moon Theme - Remastered Version","Jake Kaufman","I.V6.vi.V"
"Laputa Castle in the Sky Main Theme","Joe Hisaishi","I.V6.vi.V"
"Closer","Joe Inoue","I.V6.vi.V"
"The Star-Spangled Banner","John Stafford Smith","I.V6.vi.V"
"Re Your Brains","Jonathan Coulton","I.V6.vi.V"
"DANCE","Justice","I.V6.vi.V"
"I'm In Love","Kastenholt and Dee","I.V6.vi.V"
"Duett","Kent","I.V6.vi.V"
"Do You Want To Build A Snowman","Kristen Bell","I.V6.vi.V"
"Speechless","Lady Gaga","I.V6.vi.V"
"Oath Sign ","LiSA","I.V6.vi.V"
"Why Can't I","Liz Phair","I.V6.vi.V"
"Free Bird","Lynyrd Skynyrd","I.V6.vi.V"
"Rude","MAGIC","I.V6.vi.V"
"Let Your Hair Down","MAGIC","I.V6.vi.V"
"Yuusha Raideen","Masato Shimon","I.V6.vi.V"
"Dear Future Husband","Meghan Trainor","I.V6.vi.V"
"Tonight","New Kids on the Block","I.V6.vi.V"
"Bed Of Lies","Nicki Minaj feat Skylar Grey","I.V6.vi.V"
"The Poet and the Pendulum","Nightwish","I.V6.vi.V"
"Super Mario 3D World- Main Theme","Nintendo","I.V6.vi.V"
"Earthbound Zero - Pollyanna","Nintendo","I.V6.vi.V"
"Super Smash Bros Melee - Pollyanna","Nintendo","I.V6.vi.V"
"Super Mario Galaxy - Gusty Garden Galaxy","Nintendo","I.V6.vi.V"
"Final Fantasy VI - Dancing Mad Part 3","Nobuo Uematsu","I.V6.vi.V"
"Needing - Getting","OK Go","I.V6.vi.V"
"Theme of Madril","Okage Shadow King","I.V6.vi.V"
"When Can I See You Again","Owl City","I.V6.vi.V"
"Pingfan zhi lu","Piao Shu","I.V6.vi.V"
"1 2 3 4","Plain White T's","I.V6.vi.V"
"She's Not the End of the World","Reel Big Fish","I.V6.vi.V"
"Sun goes down","Robin Schulz","I.V6.vi.V"
"Hiiragi Town School Days - Muv-Luv Extra OST","Shinobu Kajihisa","I.V6.vi.V"
"Tonight Tonight","Smashing Pumpkins","I.V6.vi.V"
"Up There","South Park","I.V6.vi.V"
"Ageless Beauty","Stars","I.V6.vi.V"
"From Prying Plans into the Fire","Tamas Wells","I.V6.vi.V"
"Lichen and Bees","Tamas Wells","I.V6.vi.V"
"Calleth You Cometh I","The Ark","I.V6.vi.V"
"The Weight","The Band","I.V6.vi.V"
"Flowers In Your Hair","The Lumineers","I.V6.vi.V"
"Rainbow Connection","The Muppets","I.V6.vi.V"
"Fall Hook N Sling Remix ","The Presets","I.V6.vi.V"
"Cabin Down Below","The Royal Concept","I.V6.vi.V"
"Hey Beautiful","The Solids","I.V6.vi.V"
"Care Of Cell 44","The Zombies","I.V6.vi.V"
"Just Communication","Two-Mix","I.V6.vi.V"
"When There Was Me and You - High School Musical","Vanessa Hudgens","I.V6.vi.V"
"Hymne","Vangelis","I.V6.vi.V"
"Shut Up and Dance","Walk The Moon","I.V6.vi.V"
"No One Else","Weezer","I.V6.vi.V"
"My Name Is Jonas","Weezer","I.V6.vi.V"
"Ringtone","Weird Al Yankovic","I.V6.vi.V"
"This Is Love","WILL I AM","I.V6.vi.V"
"Long Distance Runaround","Yes","I.V6.vi.V"
"Cut It Out","4minute","I.V6.vi.V"
"Heavy Rotation","AKB48","I.V6.vi.V"
"How Can I Believe","Anderson Hall","I.V6.vi.V"
"The Singularity Song","Animation Domination High-Def","I.V6.vi.V"
"Now You're Gone","Basshunter","I.V6.vi.V"
"Lost Cause","Beck","I.V6.vi.V"
"Wonderful Life","Black","I.V6.vi.V"
"Asthenia","Blink-182","I.V6.vi.V"
"I Am A Nightmare","Brand New","I.V6.vi.V"
"Good To Know If I Ever Needed Attention","Brand New","I.V6.vi.V"
"Have You Ever Seen the Rain","Creedence Clearwater Revival","I.V6.vi.V"
"Reflection","Disney","I.V6.vi.V"
"Going Under","Evanescence","I.V6.vi.V"
"Flames Of Love","Fancy","I.V6.vi.V"
"Secret Heart","Feist","I.V6.vi.V"
"Helena Beat","Foster The People","I.V6.vi.V"
"Don't Pull Your Love","Hamilton Joe Frank and Reynolds","I.V6.vi.V"
"Jerusalem","Hubert Parry","I.V6.vi.V"
"Shadows","Hudson Mohawke","I.V6.vi.V"
"Carolina In My Mind","James Taylor","I.V6.vi.V"
"Flashlight","Jessie J","I.V6.vi.V"
"Ayano's Theory of Happiness","Jin","I.V6.vi.V"
"Have A Little Faith","John Hiatt","I.V6.vi.V"
"June and Johnny","Jon Foreman","I.V6.vi.V"
"Umi no Koe","Kenta Kiritani","I.V6.vi.V"
"Super Mario Bros 2 Ending","Koji Kondo","I.V6.vi.V"
"Til It Happens To You","Lady Gaga","I.V6.vi.V"
"Rosette","Le Vent du Nord","I.V6.vi.V"
"Love Live - Futari Happiness","lily white","I.V6.vi.V"
"Chilly Waters Theme","Mario Party 3","I.V6.vi.V"
"Frequency Flyer","Mat Zo","I.V6.vi.V"
"I Took A Pill In Ibiza - SeeB Remix","Mike Posner","I.V6.vi.V"
"Deck of War - Title","Nathan Ford","I.V6.vi.V"
"Fighting For My Love","Nil Lara","I.V6.vi.V"
"Tetris Attack - Water Stage","Nintendo","I.V6.vi.V"
"GBA Sky Garden - Mario Kart DS","Nintendo","I.V6.vi.V"
"That Green Gentleman","Panic At The Disco","I.V6.vi.V"
"Stand By You","Rachel Platten","I.V6.vi.V"
"Let Down","Radiohead","I.V6.vi.V"
"Stars Come Out","Runaground and Disco Fries","I.V6.vi.V"
"She","Saves The Day","I.V6.vi.V"
"Woe","Say Anything","I.V6.vi.V"
"Treat You Better","Shawn Mendes","I.V6.vi.V"
"Cheap Thrills","Sia","I.V6.vi.V"
"Move Your Body","Sia","I.V6.vi.V"
"Let It Happen","Tame Impala","I.V6.vi.V"
"The Less I Know the Better","Tame Impala","I.V6.vi.V"
"Greek","Test 1","I.V6.vi.V"
"Only Yesterday","The Carpenters","I.V6.vi.V"
"Christmas Time - Don't Let The Bells End","The Darkness","I.V6.vi.V"
"The Punch Line","The Mighty Mighty Bosstones","I.V6.vi.V"
"Reunited","Toby Fox","I.V6.vi.V"
"Nobody Love","Tori Kelly","I.V6.vi.V"
"What Do You Mean It's 1985","Tronicbox","I.V6.vi.V"
"Rapikamu","Twinklestars","I.V6.vi.V"
"M79","Vampire Weekend","I.V6.vi.V"
"I Saw Red","Warrant","I.V6.vi.V"
"Falling For You","Weezer","I.V6.vi.V"
"All The Man That I Need","Whitney Houston","I.V6.vi.V"
"Onigashima in Fairy Land - Missing Power","ZUN","I.V6.vi.V"
"Still Hurting","Anna Kendrick","I.ii7.I6.IV"
"Two Million","Avicii","I.ii7.I6.IV"
"Words","Bent Van Looy","I.ii7.I6.IV"
"Mandolin Rain","Bruce Hornsby and the Range","I.ii7.I6.IV"
"The Wizard And I","Carole Shelley and Idina Menzel","I.ii7.I6.IV"
"Khe Sanh","Cold Chisel","I.ii7.I6.IV"
"Can You Feel the Love Tonight","Elton John","I.ii7.I6.IV"
"Adventures of the Gummi Bears","Gummi Bears","I.ii7.I6.IV"
"Want You Gone","Jonathan Coulton and Ellen McLain","I.ii7.I6.IV"
"Wooden Doll","Kenshi Yonezu","I.ii7.I6.IV"
"Rainbow Road","Kenta Nagata","I.ii7.I6.IV"
"Ray Of Light","Madonna","I.ii7.I6.IV"
"To Be With You","Mr Big","I.ii7.I6.IV"
"Winter Wrap Up","My Little Pony","I.ii7.I6.IV"
"Smile Smile Smile","My Little Pony","I.ii7.I6.IV"
"The Night Is Still Young","Nicki Minaj","I.ii7.I6.IV"
"Windfall Island","Nintendo","I.ii7.I6.IV"
"Locke Theme","Nobuo Uematsu","I.ii7.I6.IV"
"Russian Dance 'Trepak'","Pyotr Ilyich Tchaikovsky","I.ii7.I6.IV"
"Don't Stop Me Now","Queen","I.ii7.I6.IV"
"Sonic 1 - Special Stage","Sega","I.ii7.I6.IV"
"A Plea En Vendredi","Tamas Wells","I.ii7.I6.IV"
"Blackbird","The Beatles","I.ii7.I6.IV"
"Take It To The Limit","The Eagles","I.ii7.I6.IV"
"December 1963 - Oh What a Night","The Four Seasons","I.ii7.I6.IV"
"Auto-Tune The News 5","The Gregory Brothers","I.ii7.I6.IV"
"Make Your Own Kind of Music","The Mamas and The Papas","I.ii7.I6.IV"
"No One Knows My Plan","They Might Be Giants","I.ii7.I6.IV"
"Duel With the Devil","Transatlantic","I.ii7.I6.IV"
"La Valse D'Amelie","Yann Tiersen","I.ii7.I6.IV"
"Find You","Zedd","I.ii7.I6.IV"
"Someone Like You","Adele","I.iii64.vi.IV"
"When We Were Young","Adele","I.iii64.vi.IV"
"Danny's Song","Anne Murray","I.iii64.vi.IV"
"Anohana - I Left You Last","Anohana","I.iii64.vi.IV"
"Pegasus","Arias","I.iii64.vi.IV"
"Boston","Augustana","I.iii64.vi.IV"
"Hey Brother","Avicii","I.iii64.vi.IV"
"The Awareness","Ayreon","I.iii64.vi.IV"
"Something","Beatles","I.iii64.vi.IV"
"When I Was Your Man","Bruno Mars","I.iii64.vi.IV"
"The Silmarillia","Carlos","I.iii64.vi.IV"
"Have You Ever Seen the Rain","Creedence Clearwater Revival","I.iii64.vi.IV"
"Song from Pi","David Macdonald","I.iii64.vi.IV"
"Thank You","Dido","I.iii64.vi.IV"
"I Can Go The Distance","Disney - Hercules","I.iii64.vi.IV"
"The Sons of Katie Elder Theme","Elmer Bernstein","I.iii64.vi.IV"
"Macross 7 - Try Again","Fire Bomber","I.iii64.vi.IV"
"Route 209","Game Freak","I.iii64.vi.IV"
"Tong Hua","Guang Liang","I.iii64.vi.IV"
"Jack Sparrow","Hans Zimmer","I.iii64.vi.IV"
"Nothing Left to Say","Imagine Dragons","I.iii64.vi.IV"
"Flightless Bird American Mouth","Iron and Wine","I.iii64.vi.IV"
"Valentine's Day is a Lie","Jacksfilms","I.iii64.vi.IV"
"Bonfire Heart","James Blunt","I.iii64.vi.IV"
"Tower of Mistakes","Jeff Liu","I.iii64.vi.IV"
"Look What You've Done","Jet","I.iii64.vi.IV"
"Anywhere For You","John Martin","I.iii64.vi.IV"
"How To Train Your Dragon - Test Drive","John Powell","I.iii64.vi.IV"
"Somewhere In My Memory - Home Alone Theme","John Williams","I.iii64.vi.IV"
"Olympic Fanfare and Theme","John Williams","I.iii64.vi.IV"
"Step Out","Jose Gonzales","I.iii64.vi.IV"
"Mr Kaizers hans Constanze og meg","Kaizers Orchestra","I.iii64.vi.IV"
"Jubel","Klingande","I.iii64.vi.IV"
"For the First Time in Forever","Kristen Bell and Idina Menzel","I.iii64.vi.IV"
"Dadima","KSHMR","I.iii64.vi.IV"
"On My Own","Les Miserables","I.iii64.vi.IV"
"Guren no Yumiya","Linked Horizon","I.iii64.vi.IV"
"The Departure","Michael Nyman","I.iii64.vi.IV"
"UchotenJinsei-UchotenKazouku-OP","milktub ","I.iii64.vi.IV"
"Colors","Morandi","I.iii64.vi.IV"
"Revolt","Muse","I.iii64.vi.IV"
"United States Of Eurasia","Muse","I.iii64.vi.IV"
"Welcome To The Black Parade","My Chemical Romance","I.iii64.vi.IV"
"Le Sud","Nino Ferrer","I.iii64.vi.IV"
"Chilly Waters","Nintendo","I.iii64.vi.IV"
"Secrets","One Republic","I.iii64.vi.IV"
"Million Voices","Otto Knows","I.iii64.vi.IV"
"Only Love Can Hurt Like This ","Paloma Faith","I.iii64.vi.IV"
"That Green Gentleman","Panic At The Disco","I.iii64.vi.IV"
"Cara Mia","Portal 2 Soundtrack","I.iii64.vi.IV"
"A Whiter Shade of Pale","Procol Harum","I.iii64.vi.IV"
"Super Robot Wars - So Close Yet so Far","Quintet","I.iii64.vi.IV"
"Georgia","Ray Charles","I.iii64.vi.IV"
"Tripping","Robbie Williams","I.iii64.vi.IV"
"I'm Not Cool","Scott Krippayne","I.iii64.vi.IV"
"The Boxer","Simon and Garfunkel","I.iii64.vi.IV"
"Come Sail Away","Styx","I.iii64.vi.IV"
"The Best Day","Taylor Swift","I.iii64.vi.IV"
"Magical Girls","The Aprils","I.iii64.vi.IV"
"A Day in the Life","The Beatles","I.iii64.vi.IV"
"Red Lights","Tiesto","I.iii64.vi.IV"
"We All Need Some Light","Transatlantic","I.iii64.vi.IV"
"San Francisco","Vanessa Carlton","I.iii64.vi.IV"
"You Shook Me All Night Long","ACDC","IV.I6.V"
"Turning Tables","Adele","IV.I6.V"
"High School Never Ends","Bowling For Soup","IV.I6.V"
"Fix You","Coldplay","IV.I6.V"
"Skyscraper","Demi Lovato","IV.I6.V"
"Burn","Ellie Goulding","IV.I6.V"
"Tiny Dancer","Elton John","IV.I6.V"
"Fanta Time","Fanta Idol","IV.I6.V"
"Shark Attack","Grouplove","IV.I6.V"
"Ridin' Solo","Jason Derulo","IV.I6.V"
"Coast of Carolina","Jimmy Buffett","IV.I6.V"
"The Heart of Life","John Mayer","IV.I6.V"
"Mr Kaizers hans Constanze og meg","Kaizers Orchestra","IV.I6.V"
"Ka Nohona Pili Kai","Keali'i Reichel","IV.I6.V"
"Reflections","MisterWives","IV.I6.V"
"Great Big Storm","Nate Ruess","IV.I6.V"
"Let Me Love You","Ne-Yo","IV.I6.V"
"In This Twilight","Nine Inch Nails","IV.I6.V"
"Super Smash Bros Melee - Corneria","Nintendo","IV.I6.V"
"All Or Nothing","O-Town","IV.I6.V"
"Just Give Me A Reason","Pink and FUN","IV.I6.V"
"Fresh Static Snow","Porter Robinson","IV.I6.V"
"Shelter","Porter Robinson and Madeon","IV.I6.V"
"Somebody To Love","Queen","IV.I6.V"
"Black Star","Radiohead","IV.I6.V"
"Movements","Rend Collective","IV.I6.V"
"Auld Lang Syne","Robert Burns","IV.I6.V"
"Headlights","Robin Schulz","IV.I6.V"
"Hiding ft The Nicholas","San Holo","IV.I6.V"
"I am","Sick Individuals - Axwell","IV.I6.V"
"Tonight Tonight","Smashing Pumpkins","IV.I6.V"
"Firefly Theme - Ballad Of Serenity","Sonny Rhodes","IV.I6.V"
"The Cigarette Song","South Park","IV.I6.V"
"Ageless Beauty","Stars","IV.I6.V"
"Why Do You Love Me","Steerner and Dszako","IV.I6.V"
"Fine Don't Follow A Tiny Boat","Tamas Wells","IV.I6.V"
"Pizza Power","Teenage Mutant Ninja Turtles","IV.I6.V"
"At Least It Was Here","The 88","IV.I6.V"
"Gold On The Ceiling","The Black Keys","IV.I6.V"
"The Time Warp","The Rocky Horror Show","IV.I6.V"
"Hopeless Bleak Despair","They Might Be Giants","IV.I6.V"
"Museum Of Idiots","They Might Be Giants","IV.I6.V"
"Stuck in a Moment You Can't Get Out Of","U2","IV.I6.V"
"A Thousand Miles","Vanessa Carlton","IV.I6.V"
"The Day Before You Came","ABBA","IV.I6.ii"
"Soviet National Anthem","Alexander Alexandrov","IV.I6.ii"
"Jupiter","Ayaka Hirahara","IV.I6.ii"
"Resentment","Beyonce","IV.I6.ii"
"All American Girl","Carrie Underwood","IV.I6.ii"
"Bad Day","Daniel Powter","IV.I6.ii"
"True North","Devin Townsend","IV.I6.ii"
"Thinking Out Loud","Ed Sheeran","IV.I6.ii"
"Mr Blue Sky","Electric Light Orchestra","IV.I6.ii"
"The Sons of Katie Elder Theme","Elmer Bernstein","IV.I6.ii"
"Tiny Dancer","Elton John","IV.I6.ii"
"Rock And Roll","Eric Hutchinson","IV.I6.ii"
"Mag Mell Cuckool Mix 2007 - Clannad OP","Eufonius","IV.I6.ii"
"Fields of Gold","Eva Cassidy","IV.I6.ii"
"Breathe","Faith Hill","IV.I6.ii"
"Landslide","Fleetwood Mac","IV.I6.ii"
"Congregation","Foo Fighters","IV.I6.ii"
"I Want to Know What Love Is","Foreigner","IV.I6.ii"
"All Alone","Fun","IV.I6.ii"
"Vs Colress","Game Freak","IV.I6.ii"
"Slateport City","Game Freak","IV.I6.ii"
"Arrival of the Queen of Sheba","George Frideric Handel","IV.I6.ii"
"Let's Go","Girl's Day","IV.I6.ii"
"Meet The New Google Maps Commercial","Google","IV.I6.ii"
"Jack Sparrow","Hans Zimmer","IV.I6.ii"
"Big Rock Candy Mountain","Harry McClintock","IV.I6.ii"
"Path Of The Wind - Totoro","Joe Hisaishi","IV.I6.ii"
"Closer","Joe Inoue","IV.I6.ii"
"Super Mario 64 - File Select","Koji Kondo","IV.I6.ii"
"Super Mario Bros 3 - Overworld","Koji Kondo","IV.I6.ii"
"Super Mario 64 - Dire Dire Docks","Koji Kondo","IV.I6.ii"
"Tangerine","Led Zeppelin","IV.I6.ii"
"Crash My Party","Luke Bryan","IV.I6.ii"
"Same Love","Macklemore","IV.I6.ii"
"Let Your Hair Down","MAGIC","IV.I6.ii"
"Frequency Flyer","Mat Zo","IV.I6.ii"
"Shiawase High Tension","Minami-ke Tadaima OP","IV.I6.ii"
"Acha Cha Kare","Mini Pati","IV.I6.ii"
"Acha Cha Karee","Mini Pati","IV.I6.ii"
"Hirari Kirakira Yami Yami Museum","Mini Pati","IV.I6.ii"
"Ocean Breathes Salty","Modest Mouse","IV.I6.ii"
"Romeo and Juliet","Nino Rota","IV.I6.ii"
"Super Mario Galaxy - Gusty Garden Galaxy","Nintendo","IV.I6.ii"
"Super Mario Land - Muda Kingdom","Nintendo","IV.I6.ii"
"Rosalina In The Observatory","Nintendo","IV.I6.ii"
"Safe and Sound","Nitro Fun","IV.I6.ii"
"Final Fantasy IV Battle Theme","Nobuo Uematsu","IV.I6.ii"
"In Time","Peacetreaty Singularity Remix","IV.I6.ii"
"Just Give Me A Reason","Pink","IV.I6.ii"
"Just Give Me A Reason","Pink and FUN","IV.I6.ii"
"Karma Police","Radiohead","IV.I6.ii"
"The Good Left Undone","Rise Against","IV.I6.ii"
"Every Man Has A Molly","Say Anything","IV.I6.ii"
"The Cigarette Song","South Park","IV.I6.ii"
"Death With Dignity","Sufjan Stevens","IV.I6.ii"
"Dirty Little Secret","The All-American Rejects","IV.I6.ii"
"Sylvia","The Antlers","IV.I6.ii"
"God Only Knows","The Beach Boys","IV.I6.ii"
"Here Today","The Beach Boys","IV.I6.ii"
"Let It Be","The Beatles","IV.I6.ii"
"I'm Looking Through You","The Beatles","IV.I6.ii"
"Midday Star","Togakushi Touko","IV.I6.ii"
"Right Now","Van Halen","IV.I6.ii"
"No One Else","Weezer","IV.I6.ii"
"Ringtone","Weird Al Yankovic","IV.I6.ii"
"Mega Man 6 - Tomahawk Man Stage","Yuko Takehara","IV.I6.ii"
